# Digitization worksheet: Aird et al. (2015) — X-ray Luminosity Functions
# One row per point you digitize from figures/tables (hard or soft X-ray).
"# Columns: z_bin_center, z_bin_low, z_bin_high, log10_Lx_erg_s, phi_Mpc3_dex, sigma_phi, band, absorbed_flag, sample, k_corr_notes, fig_panel, source_id, notes"
z_bin_center,z_bin_low,z_bin_high,log10_Lx_erg_s,phi_Mpc3_dex,sigma_phi,band,absorbed_flag,sample,k_corr_notes,fig_panel,source_id,notes
0.1,,,42.000,,,Xray,,grid,SEED,grid@balanced
0.1,,,42.286,,,Xray,,grid,SEED,grid@balanced
0.1,,,42.571,,,Xray,,grid,SEED,grid@balanced
0.1,,,42.857,,,Xray,,grid,SEED,grid@balanced
0.1,,,43.143,,,Xray,,grid,SEED,grid@balanced
0.1,,,43.429,,,Xray,,grid,SEED,grid@balanced
0.1,,,43.714,,,Xray,,grid,SEED,grid@balanced
0.1,,,44.000,,,Xray,,grid,SEED,grid@balanced
0.1,,,44.286,,,Xray,,grid,SEED,grid@balanced
0.1,,,44.571,,,Xray,,grid,SEED,grid@balanced
0.1,,,44.857,,,Xray,,grid,SEED,grid@balanced
0.1,,,45.143,,,Xray,,grid,SEED,grid@balanced
0.1,,,45.429,,,Xray,,grid,SEED,grid@balanced
0.1,,,45.714,,,Xray,,grid,SEED,grid@balanced
0.1,,,46.000,,,Xray,,grid,SEED,grid@balanced
0.5,,,42.000,,,Xray,,grid,SEED,grid@balanced
0.5,,,42.286,,,Xray,,grid,SEED,grid@balanced
0.5,,,42.571,,,Xray,,grid,SEED,grid@balanced
0.5,,,42.857,,,Xray,,grid,SEED,grid@balanced
0.5,,,43.143,,,Xray,,grid,SEED,grid@balanced
0.5,,,43.429,,,Xray,,grid,SEED,grid@balanced
0.5,,,43.714,,,Xray,,grid,SEED,grid@balanced
0.5,,,44.000,,,Xray,,grid,SEED,grid@balanced
0.5,,,44.286,,,Xray,,grid,SEED,grid@balanced
0.5,,,44.571,,,Xray,,grid,SEED,grid@balanced
0.5,,,44.857,,,Xray,,grid,SEED,grid@balanced
0.5,,,45.143,,,Xray,,grid,SEED,grid@balanced
0.5,,,45.429,,,Xray,,grid,SEED,grid@balanced
0.5,,,45.714,,,Xray,,grid,SEED,grid@balanced
0.5,,,46.000,,,Xray,,grid,SEED,grid@balanced
1.0,,,42.000,,,Xray,,grid,SEED,grid@balanced
1.0,,,42.286,,,Xray,,grid,SEED,grid@balanced
1.0,,,42.571,,,Xray,,grid,SEED,grid@balanced
1.0,,,42.857,,,Xray,,grid,SEED,grid@balanced
1.0,,,43.143,,,Xray,,grid,SEED,grid@balanced
1.0,,,43.429,,,Xray,,grid,SEED,grid@balanced
1.0,,,43.714,,,Xray,,grid,SEED,grid@balanced
1.0,,,44.000,,,Xray,,grid,SEED,grid@balanced
1.0,,,44.286,,,Xray,,grid,SEED,grid@balanced
1.0,,,44.571,,,Xray,,grid,SEED,grid@balanced
1.0,,,44.857,,,Xray,,grid,SEED,grid@balanced
1.0,,,45.143,,,Xray,,grid,SEED,grid@balanced
1.0,,,45.429,,,Xray,,grid,SEED,grid@balanced
1.0,,,45.714,,,Xray,,grid,SEED,grid@balanced
1.0,,,46.000,,,Xray,,grid,SEED,grid@balanced
2.0,,,42.000,,,Xray,,grid,SEED,grid@balanced
2.0,,,42.286,,,Xray,,grid,SEED,grid@balanced
2.0,,,42.571,,,Xray,,grid,SEED,grid@balanced
2.0,,,42.857,,,Xray,,grid,SEED,grid@balanced
2.0,,,43.143,,,Xray,,grid,SEED,grid@balanced
2.0,,,43.429,,,Xray,,grid,SEED,grid@balanced
2.0,,,43.714,,,Xray,,grid,SEED,grid@balanced
2.0,,,44.000,,,Xray,,grid,SEED,grid@balanced
2.0,,,44.286,,,Xray,,grid,SEED,grid@balanced
2.0,,,44.571,,,Xray,,grid,SEED,grid@balanced
2.0,,,44.857,,,Xray,,grid,SEED,grid@balanced
2.0,,,45.143,,,Xray,,grid,SEED,grid@balanced
2.0,,,45.429,,,Xray,,grid,SEED,grid@balanced
2.0,,,45.714,,,Xray,,grid,SEED,grid@balanced
2.0,,,46.000,,,Xray,,grid,SEED,grid@balanced
3.0,,,42.000,,,Xray,,grid,SEED,grid@balanced
3.0,,,42.286,,,Xray,,grid,SEED,grid@balanced
3.0,,,42.571,,,Xray,,grid,SEED,grid@balanced
3.0,,,42.857,,,Xray,,grid,SEED,grid@balanced
3.0,,,43.143,,,Xray,,grid,SEED,grid@balanced
3.0,,,43.429,,,Xray,,grid,SEED,grid@balanced
3.0,,,43.714,,,Xray,,grid,SEED,grid@balanced
3.0,,,44.000,,,Xray,,grid,SEED,grid@balanced
3.0,,,44.286,,,Xray,,grid,SEED,grid@balanced
3.0,,,44.571,,,Xray,,grid,SEED,grid@balanced
3.0,,,44.857,,,Xray,,grid,SEED,grid@balanced
3.0,,,45.143,,,Xray,,grid,SEED,grid@balanced
3.0,,,45.429,,,Xray,,grid,SEED,grid@balanced
3.0,,,45.714,,,Xray,,grid,SEED,grid@balanced
3.0,,,46.000,,,Xray,,grid,SEED,grid@balanced
