omega,omega0,epsilon,label
0.0,1.0,0.0,synthetic_A
0.07692307692307693,1.0,0.045009671531577755,synthetic_A
0.15384615384615385,1.0,0.10039946058060667,synthetic_A
0.23076923076923078,1.0,0.15811590114230067,synthetic_A
0.3076923076923077,1.0,0.2157871605952656,synthetic_A
0.38461538461538464,1.0,0.2721867607221443,synthetic_A
0.46153846153846156,1.0,0.3265972344430199,synthetic_A
0.5384615384615385,1.0,0.3785858307495408,synthetic_A
0.6153846153846154,1.0,0.4278987450000665,synthetic_A
0.6923076923076923,1.0,0.4744022978619973,synthetic_A
0.7692307692307693,1.0,0.5180465536288255,synthetic_A
0.8461538461538463,1.0,0.558841127058253,synthetic_A
0.9230769230769231,1.0,0.5968382606449614,synthetic_A
1.0,1.0,0.6321205588285577,synthetic_A
1.076923076923077,1.0,0.6647918744052299,synthetic_A
1.153846153846154,1.0,0.6949704226032576,synthetic_A
1.2307692307692308,1.0,0.7227835233558813,synthetic_A
1.3076923076923077,1.0,0.7483635651709791,synthetic_A
1.3846153846153846,1.0,0.7718449041763078,synthetic_A
1.4615384615384617,1.0,0.7933614900717872,synthetic_A
1.5384615384615385,1.0,0.8130450634869958,synthetic_A
1.6153846153846154,1.0,0.8310238060697702,synthetic_A
1.6923076923076925,1.0,0.8474213510990372,synthetic_A
1.7692307692307694,1.0,0.8623560819328786,synthetic_A
1.8461538461538463,1.0,0.8759406603237815,synthetic_A
1.9230769230769231,1.0,0.888281737954651,synthetic_A
2.0,1.0,0.8994798134032767,synthetic_A
2.076923076923077,1.0,0.9096292037661078,synthetic_A
2.153846153846154,1.0,0.918818105809513,synthetic_A
2.230769230769231,1.0,0.9271287260860814,synthetic_A
2.307692307692308,1.0,0.9346374631867685,synthetic_A
2.3846153846153846,1.0,0.9414151283690291,synthetic_A
2.4615384615384617,1.0,0.947527193336806,synthetic_A
2.5384615384615388,1.0,0.9530340560505653,synthetic_A
2.6153846153846154,1.0,0.957991317192731,synthetic_A
2.6923076923076925,1.0,0.9624500613678556,synthetic_A
2.769230769230769,1.0,0.9664571383273213,synthetic_A
2.8461538461538463,1.0,0.9700554405155973,synthetic_A
2.9230769230769234,1.0,0.9732841740720364,synthetic_A
3.0,1.0,0.9761791211161015,synthetic_A
