omega,omega0,epsilon,label
0.0,1.0,0.0,synthetic_B
0.07692307692307693,1.0,0.03803981023640215,synthetic_B
0.15384615384615385,1.0,0.09093983654953927,synthetic_B
0.23076923076923078,1.0,0.1488849855686154,synthetic_B
0.3076923076923077,1.0,0.20848230011759097,synthetic_B
0.38461538461538464,1.0,0.2678046305684914,synthetic_B
0.46153846153846156,1.0,0.3256279109672249,synthetic_B
0.5384615384615385,1.0,0.38114968557853784,synthetic_B
0.6153846153846154,1.0,0.433849683588476,synthetic_B
0.6923076923076923,1.0,0.4834079279996996,synthetic_B
0.7692307692307693,1.0,0.5296510795851833,synthetic_B
0.8461538461538463,1.0,0.5725146513727395,synthetic_B
0.9230769230769231,1.0,0.6120151050702516,synthetic_B
1.0,1.0,0.6482286035815712,synthetic_B
1.076923076923077,1.0,0.6812745232469837,synthetic_B
1.153846153846154,1.0,0.7113025249415582,synthetic_B
1.2307692307692308,1.0,0.7384823735259921,synthetic_B
1.3076923076923077,1.0,0.7629959283019665,synthetic_B
1.3846153846153846,1.0,0.7850308745434328,synthetic_B
1.4615384615384617,1.0,0.8047758644501702,synthetic_B
1.5384615384615385,1.0,0.8224168046689201,synthetic_B
1.6153846153846154,1.0,0.8381340778678701,synthetic_B
1.6923076923076925,1.0,0.8521005241313805,synthetic_B
1.7692307692307694,1.0,0.8644800380048817,synthetic_B
1.8461538461538463,1.0,0.8754266612442332,synthetic_B
1.9230769230769231,1.0,0.8850840712305427,synthetic_B
2.0,1.0,0.8935853816051282,synthetic_B
2.076923076923077,1.0,0.9010531856472312,synthetic_B
2.153846153846154,1.0,0.9075997847470613,synthetic_B
2.230769230769231,1.0,0.9133275543786681,synthetic_B
2.307692307692308,1.0,0.9183294085266324,synthetic_B
2.3846153846153846,1.0,0.9226893307863997,synthetic_B
2.4615384615384617,1.0,0.9264829465192062,synthetic_B
2.5384615384615388,1.0,0.9297781156490788,synthetic_B
2.6153846153846154,1.0,0.9326355300697065,synthetic_B
2.6923076923076925,1.0,0.9351093032943293,synthetic_B
2.769230769230769,1.0,0.9372475430294972,synthetic_B
2.8461538461538463,1.0,0.9390928998691505,synthetic_B
2.9230769230769234,1.0,0.9406830873643586,synthetic_B
3.0,1.0,0.9420513703926552,synthetic_B
